rideCount,endLoc,dayofweek,hourofday,end_lt,end_lg
6,"-84.26, 33.95",Thursday,22,33.95,-84.26
7,"-84.28, 33.9",Thursday,22,33.9,-84.28
6,"-84.17, 33.99",Thursday,23,33.99,-84.17
12,"-84.2, 33.92",Thursday,23,33.92,-84.2
5,"-84.2, 33.94",Thursday,23,33.94,-84.2
11,"-84.21, 33.96",Thursday,23,33.96,-84.21
5,"-84.22, 33.92",Thursday,23,33.92,-84.22
5,"-84.24, 33.95",Thursday,23,33.95,-84.24
15,"-84.25, 33.94",Thursday,23,33.94,-84.25
13,"-84.25, 33.95",Thursday,23,33.95,-84.25
11,"-84.26, 33.95",Thursday,23,33.95,-84.26
7,"-84.18, 33.92",Tuesday,0,33.92,-84.18
6,"-84.2, 33.92",Tuesday,0,33.92,-84.2
6,"-84.21, 33.91",Tuesday,0,33.91,-84.21
10,"-84.21, 33.96",Tuesday,0,33.96,-84.21
7,"-84.22, 33.92",Tuesday,0,33.92,-84.22
19,"-84.25, 33.94",Tuesday,0,33.94,-84.25
8,"-84.25, 33.95",Tuesday,0,33.95,-84.25
7,"-84.26, 33.94",Tuesday,0,33.94,-84.26
9,"-84.26, 33.95",Tuesday,0,33.95,-84.26
5,"-84.26, 33.96",Tuesday,0,33.96,-84.26
5,"-84.19, 33.94",Tuesday,1,33.94,-84.19
5,"-84.2, 33.92",Tuesday,1,33.92,-84.2
5,"-84.21, 33.95",Tuesday,1,33.95,-84.21
7,"-84.21, 33.96",Tuesday,1,33.96,-84.21
5,"-84.22, 33.92",Tuesday,1,33.92,-84.22
19,"-84.25, 33.94",Tuesday,1,33.94,-84.25
9,"-84.25, 33.95",Tuesday,1,33.95,-84.25
11,"-84.26, 33.94",Tuesday,1,33.94,-84.26
7,"-84.26, 33.95",Tuesday,1,33.95,-84.26
5,"-84.26, 33.96",Tuesday,1,33.96,-84.26
7,"-84.27, 33.92",Tuesday,1,33.92,-84.27
6,"-84.28, 33.9",Tuesday,1,33.9,-84.28
7,"-84.2, 33.92",Tuesday,2,33.92,-84.2
6,"-84.2, 33.93",Tuesday,2,33.93,-84.2
5,"-84.21, 33.91",Tuesday,2,33.91,-84.21
6,"-84.21, 33.96",Tuesday,2,33.96,-84.21
6,"-84.24, 33.94",Tuesday,2,33.94,-84.24
8,"-84.25, 33.94",Tuesday,2,33.94,-84.25
13,"-84.25, 33.95",Tuesday,2,33.95,-84.25
5,"-84.26, 33.94",Tuesday,2,33.94,-84.26
7,"-84.26, 33.95",Tuesday,2,33.95,-84.26
7,"-84.26, 33.96",Tuesday,2,33.96,-84.26
6,"-84.28, 33.9",Tuesday,2,33.9,-84.28
9,"-84.19, 33.91",Tuesday,3,33.91,-84.19
9,"-84.2, 33.92",Tuesday,3,33.92,-84.2
6,"-84.26, 33.94",Tuesday,3,33.94,-84.26
5,"-84.25, 33.94",Tuesday,4,33.94,-84.25
5,"-84.26, 33.95",Tuesday,4,33.95,-84.26
8,"-84.14, 34.0",Tuesday,5,34.0,-84.14
5,"-84.24, 33.94",Tuesday,5,33.94,-84.24
5,"-84.26, 33.95",Tuesday,5,33.95,-84.26
6,"-84.22, 33.91",Tuesday,7,33.91,-84.22
8,"-84.18, 33.92",Tuesday,8,33.92,-84.18
5,"-84.09, 33.98",Tuesday,9,33.98,-84.09
9,"-84.28, 33.9",Tuesday,9,33.9,-84.28
7,"-84.53, 33.99",Tuesday,9,33.99,-84.53
5,"-84.11, 33.96",Tuesday,10,33.96,-84.11
6,"-84.16, 33.97",Tuesday,10,33.97,-84.16
5,"-84.21, 33.93",Tuesday,10,33.93,-84.21
5,"-84.21, 33.96",Tuesday,10,33.96,-84.21
8,"-84.22, 33.93",Tuesday,10,33.93,-84.22
9,"-84.22, 33.96",Tuesday,10,33.96,-84.22
7,"-84.25, 33.94",Tuesday,10,33.94,-84.25
18,"-84.28, 33.9",Tuesday,10,33.9,-84.28
5,"-84.54, 33.87",Tuesday,10,33.87,-84.54
11,"-84.06, 33.95",Tuesday,11,33.95,-84.06
9,"-84.14, 33.96",Tuesday,11,33.96,-84.14
7,"-84.15, 34.0",Tuesday,11,34.0,-84.15
6,"-84.16, 33.97",Tuesday,11,33.97,-84.16
8,"-84.18, 33.96",Tuesday,11,33.96,-84.18
10,"-84.22, 33.92",Tuesday,11,33.92,-84.22
6,"-84.22, 33.94",Tuesday,11,33.94,-84.22
8,"-84.22, 33.96",Tuesday,11,33.96,-84.22
10,"-84.22, 33.97",Tuesday,11,33.97,-84.22
7,"-84.23, 33.93",Tuesday,11,33.93,-84.23
15,"-84.23, 33.94",Tuesday,11,33.94,-84.23
9,"-84.24, 33.95",Tuesday,11,33.95,-84.24
7,"-84.25, 33.95",Tuesday,11,33.95,-84.25
6,"-84.26, 33.94",Tuesday,11,33.94,-84.26
13,"-84.28, 33.9",Tuesday,11,33.9,-84.28
5,"-84.14, 33.96",Tuesday,12,33.96,-84.14
9,"-84.15, 34.0",Tuesday,12,34.0,-84.15
7,"-84.18, 33.96",Tuesday,12,33.96,-84.18
6,"-84.19, 33.93",Tuesday,12,33.93,-84.19
10,"-84.19, 33.97",Tuesday,12,33.97,-84.19
5,"-84.21, 33.91",Tuesday,12,33.91,-84.21
5,"-84.21, 33.94",Tuesday,12,33.94,-84.21
8,"-84.22, 33.92",Tuesday,12,33.92,-84.22
9,"-84.22, 33.96",Tuesday,12,33.96,-84.22
6,"-84.22, 33.97",Tuesday,12,33.97,-84.22
5,"-84.23, 33.9",Tuesday,12,33.9,-84.23
6,"-84.23, 33.94",Tuesday,12,33.94,-84.23
10,"-84.24, 33.94",Tuesday,12,33.94,-84.24
13,"-84.24, 33.95",Tuesday,12,33.95,-84.24
6,"-84.25, 33.92",Tuesday,12,33.92,-84.25
9,"-84.25, 33.94",Tuesday,12,33.94,-84.25
7,"-84.25, 33.95",Tuesday,12,33.95,-84.25
7,"-84.26, 33.94",Tuesday,12,33.94,-84.26
7,"-84.26, 33.96",Tuesday,12,33.96,-84.26
6,"-84.27, 33.92",Tuesday,12,33.92,-84.27
8,"-84.3, 33.89",Tuesday,12,33.89,-84.3
8,"-84.19, 33.97",Tuesday,13,33.97,-84.19
7,"-84.19, 34.01",Tuesday,13,34.01,-84.19
5,"-84.2, 33.89",Tuesday,13,33.89,-84.2
6,"-84.21, 33.9",Tuesday,13,33.9,-84.21
8,"-84.21, 33.94",Tuesday,13,33.94,-84.21
6,"-84.22, 33.91",Tuesday,13,33.91,-84.22
8,"-84.22, 33.92",Tuesday,13,33.92,-84.22
5,"-84.22, 33.93",Tuesday,13,33.93,-84.22
18,"-84.22, 33.97",Tuesday,13,33.97,-84.22
6,"-84.22, 33.98",Tuesday,13,33.98,-84.22
8,"-84.24, 33.94",Tuesday,13,33.94,-84.24
20,"-84.24, 33.95",Tuesday,13,33.95,-84.24
15,"-84.25, 33.94",Tuesday,13,33.94,-84.25
8,"-84.26, 33.94",Tuesday,13,33.94,-84.26
11,"-84.27, 33.92",Tuesday,13,33.92,-84.27
7,"-84.28, 33.9",Tuesday,13,33.9,-84.28
5,"-84.28, 33.94",Tuesday,13,33.94,-84.28
5,"-84.14, 33.95",Tuesday,14,33.95,-84.14
9,"-84.18, 33.92",Tuesday,14,33.92,-84.18
8,"-84.19, 33.97",Tuesday,14,33.97,-84.19
6,"-84.2, 33.89",Tuesday,14,33.89,-84.2
5,"-84.21, 33.9",Tuesday,14,33.9,-84.21
5,"-84.21, 33.94",Tuesday,14,33.94,-84.21
7,"-84.21, 33.96",Tuesday,14,33.96,-84.21
9,"-84.22, 33.91",Tuesday,14,33.91,-84.22
6,"-84.22, 33.93",Tuesday,14,33.93,-84.22
13,"-84.22, 33.97",Tuesday,14,33.97,-84.22
6,"-84.23, 33.93",Tuesday,14,33.93,-84.23
25,"-84.24, 33.95",Tuesday,14,33.95,-84.24
17,"-84.25, 33.94",Tuesday,14,33.94,-84.25
8,"-84.25, 33.95",Tuesday,14,33.95,-84.25
5,"-84.26, 33.95",Tuesday,14,33.95,-84.26
12,"-84.26, 33.96",Tuesday,14,33.96,-84.26
5,"-84.27, 33.92",Tuesday,14,33.92,-84.27
5,"-84.27, 33.93",Tuesday,14,33.93,-84.27
6,"-84.28, 33.9",Tuesday,14,33.9,-84.28
7,"-84.34, 33.92",Tuesday,14,33.92,-84.34
5,"-84.14, 33.95",Tuesday,15,33.95,-84.14
7,"-84.17, 34.06",Tuesday,15,34.06,-84.17
5,"-84.18, 33.92",Tuesday,15,33.92,-84.18
5,"-84.19, 33.93",Tuesday,15,33.93,-84.19
8,"-84.21, 33.94",Tuesday,15,33.94,-84.21
7,"-84.21, 33.96",Tuesday,15,33.96,-84.21
7,"-84.22, 33.91",Tuesday,15,33.91,-84.22
5,"-84.22, 33.92",Tuesday,15,33.92,-84.22
8,"-84.22, 33.97",Tuesday,15,33.97,-84.22
9,"-84.22, 33.98",Tuesday,15,33.98,-84.22
15,"-84.24, 33.95",Tuesday,15,33.95,-84.24
17,"-84.25, 33.94",Tuesday,15,33.94,-84.25
5,"-84.25, 33.95",Tuesday,15,33.95,-84.25
5,"-84.26, 33.93",Tuesday,15,33.93,-84.26
5,"-84.26, 33.94",Tuesday,15,33.94,-84.26
6,"-84.26, 33.95",Tuesday,15,33.95,-84.26
5,"-84.26, 33.96",Tuesday,15,33.96,-84.26
5,"-84.27, 33.93",Tuesday,15,33.93,-84.27
5,"-84.28, 33.9",Tuesday,15,33.9,-84.28
5,"-84.19, 33.93",Tuesday,16,33.93,-84.19
6,"-84.2, 33.89",Tuesday,16,33.89,-84.2
5,"-84.21, 33.9",Tuesday,16,33.9,-84.21
5,"-84.22, 33.91",Tuesday,16,33.91,-84.22
6,"-84.22, 33.93",Tuesday,16,33.93,-84.22
5,"-84.22, 33.97",Tuesday,16,33.97,-84.22
8,"-84.23, 33.93",Tuesday,16,33.93,-84.23
5,"-84.24, 33.94",Tuesday,16,33.94,-84.24
13,"-84.24, 33.95",Tuesday,16,33.95,-84.24
13,"-84.25, 33.94",Tuesday,16,33.94,-84.25
8,"-84.25, 33.95",Tuesday,16,33.95,-84.25
7,"-84.26, 33.95",Tuesday,16,33.95,-84.26
6,"-84.26, 33.96",Tuesday,16,33.96,-84.26
6,"-84.27, 33.93",Tuesday,16,33.93,-84.27
8,"-84.28, 33.9",Tuesday,16,33.9,-84.28
6,"-84.19, 33.93",Tuesday,17,33.93,-84.19
7,"-84.2, 33.89",Tuesday,17,33.89,-84.2
6,"-84.21, 33.94",Tuesday,17,33.94,-84.21
11,"-84.21, 33.96",Tuesday,17,33.96,-84.21
6,"-84.22, 33.92",Tuesday,17,33.92,-84.22
13,"-84.23, 33.93",Tuesday,17,33.93,-84.23
6,"-84.24, 33.94",Tuesday,17,33.94,-84.24
7,"-84.24, 33.95",Tuesday,17,33.95,-84.24
15,"-84.25, 33.94",Tuesday,17,33.94,-84.25
13,"-84.25, 33.95",Tuesday,17,33.95,-84.25
8,"-84.26, 33.94",Tuesday,17,33.94,-84.26
6,"-84.26, 33.95",Tuesday,17,33.95,-84.26
11,"-84.26, 33.96",Tuesday,17,33.96,-84.26
5,"-84.09, 33.91",Tuesday,18,33.91,-84.09
6,"-84.14, 34.02",Tuesday,18,34.02,-84.14
6,"-84.15, 33.99",Tuesday,18,33.99,-84.15
5,"-84.18, 33.92",Tuesday,18,33.92,-84.18
7,"-84.2, 33.92",Tuesday,18,33.92,-84.2
9,"-84.2, 33.93",Tuesday,18,33.93,-84.2
9,"-84.21, 33.9",Tuesday,18,33.9,-84.21
8,"-84.21, 33.94",Tuesday,18,33.94,-84.21
5,"-84.21, 33.96",Tuesday,18,33.96,-84.21
9,"-84.24, 33.94",Tuesday,18,33.94,-84.24
11,"-84.24, 33.95",Tuesday,18,33.95,-84.24
21,"-84.25, 33.94",Tuesday,18,33.94,-84.25
10,"-84.25, 33.95",Tuesday,18,33.95,-84.25
10,"-84.26, 33.95",Tuesday,18,33.95,-84.26
8,"-84.26, 33.96",Tuesday,18,33.96,-84.26
9,"-84.28, 33.9",Tuesday,18,33.9,-84.28
5,"-84.13, 33.94",Tuesday,19,33.94,-84.13
5,"-84.14, 33.95",Tuesday,19,33.95,-84.14
6,"-84.14, 34.02",Tuesday,19,34.02,-84.14
5,"-84.15, 33.99",Tuesday,19,33.99,-84.15
6,"-84.18, 33.89",Tuesday,19,33.89,-84.18
5,"-84.18, 33.93",Tuesday,19,33.93,-84.18
5,"-84.2, 33.92",Tuesday,19,33.92,-84.2
8,"-84.21, 33.9",Tuesday,19,33.9,-84.21
10,"-84.21, 33.94",Tuesday,19,33.94,-84.21
9,"-84.21, 33.96",Tuesday,19,33.96,-84.21
7,"-84.22, 33.91",Tuesday,19,33.91,-84.22
8,"-84.22, 33.92",Tuesday,19,33.92,-84.22
6,"-84.22, 33.97",Tuesday,19,33.97,-84.22
11,"-84.22, 33.98",Tuesday,19,33.98,-84.22
8,"-84.24, 33.94",Tuesday,19,33.94,-84.24
11,"-84.24, 33.95",Tuesday,19,33.95,-84.24
28,"-84.25, 33.94",Tuesday,19,33.94,-84.25
9,"-84.25, 33.95",Tuesday,19,33.95,-84.25
16,"-84.26, 33.94",Tuesday,19,33.94,-84.26
15,"-84.26, 33.95",Tuesday,19,33.95,-84.26
8,"-84.26, 33.96",Tuesday,19,33.96,-84.26
8,"-84.27, 33.93",Tuesday,19,33.93,-84.27
11,"-84.06, 33.94",Tuesday,20,33.94,-84.06
7,"-84.13, 33.94",Tuesday,20,33.94,-84.13
7,"-84.15, 33.99",Tuesday,20,33.99,-84.15
6,"-84.16, 33.95",Tuesday,20,33.95,-84.16
6,"-84.17, 33.91",Tuesday,20,33.91,-84.17
6,"-84.19, 33.93",Tuesday,20,33.93,-84.19
6,"-84.2, 33.89",Tuesday,20,33.89,-84.2
6,"-84.2, 33.92",Tuesday,20,33.92,-84.2
7,"-84.2, 33.93",Tuesday,20,33.93,-84.2
8,"-84.21, 33.9",Tuesday,20,33.9,-84.21
5,"-84.21, 33.91",Tuesday,20,33.91,-84.21
5,"-84.21, 33.93",Tuesday,20,33.93,-84.21
5,"-84.21, 33.94",Tuesday,20,33.94,-84.21
9,"-84.21, 33.96",Tuesday,20,33.96,-84.21
9,"-84.22, 33.91",Tuesday,20,33.91,-84.22
8,"-84.22, 33.98",Tuesday,20,33.98,-84.22
12,"-84.24, 33.94",Tuesday,20,33.94,-84.24
19,"-84.24, 33.95",Tuesday,20,33.95,-84.24
35,"-84.25, 33.94",Tuesday,20,33.94,-84.25
12,"-84.25, 33.95",Tuesday,20,33.95,-84.25
6,"-84.26, 33.94",Tuesday,20,33.94,-84.26
18,"-84.26, 33.95",Tuesday,20,33.95,-84.26
7,"-84.26, 33.96",Tuesday,20,33.96,-84.26
5,"-84.27, 33.92",Tuesday,20,33.92,-84.27
5,"-84.27, 33.93",Tuesday,20,33.93,-84.27
5,"-84.27, 33.94",Tuesday,20,33.94,-84.27
5,"-84.27, 33.96",Tuesday,20,33.96,-84.27
5,"-84.28, 33.9",Tuesday,20,33.9,-84.28
5,"-84.13, 33.94",Tuesday,21,33.94,-84.13
8,"-84.14, 33.95",Tuesday,21,33.95,-84.14
6,"-84.17, 33.91",Tuesday,21,33.91,-84.17
11,"-84.18, 33.93",Tuesday,21,33.93,-84.18
5,"-84.2, 33.89",Tuesday,21,33.89,-84.2
12,"-84.2, 33.92",Tuesday,21,33.92,-84.2
10,"-84.21, 33.9",Tuesday,21,33.9,-84.21
5,"-84.21, 33.94",Tuesday,21,33.94,-84.21
8,"-84.22, 33.91",Tuesday,21,33.91,-84.22
5,"-84.22, 33.98",Tuesday,21,33.98,-84.22
8,"-84.24, 33.94",Tuesday,21,33.94,-84.24
13,"-84.24, 33.95",Tuesday,21,33.95,-84.24
23,"-84.25, 33.94",Tuesday,21,33.94,-84.25
9,"-84.25, 33.95",Tuesday,21,33.95,-84.25
18,"-84.26, 33.95",Tuesday,21,33.95,-84.26
5,"-84.26, 33.96",Tuesday,21,33.96,-84.26
5,"-84.27, 33.92",Tuesday,21,33.92,-84.27
7,"-84.27, 33.93",Tuesday,21,33.93,-84.27
6,"-84.27, 33.94",Tuesday,21,33.94,-84.27
8,"-84.14, 33.95",Tuesday,22,33.95,-84.14
6,"-84.15, 33.92",Tuesday,22,33.92,-84.15
6,"-84.16, 33.9",Tuesday,22,33.9,-84.16
10,"-84.17, 33.99",Tuesday,22,33.99,-84.17
7,"-84.19, 33.93",Tuesday,22,33.93,-84.19
6,"-84.2, 33.92",Tuesday,22,33.92,-84.2
5,"-84.2, 33.93",Tuesday,22,33.93,-84.2
8,"-84.21, 33.9",Tuesday,22,33.9,-84.21
7,"-84.21, 33.91",Tuesday,22,33.91,-84.21
9,"-84.21, 33.96",Tuesday,22,33.96,-84.21
5,"-84.22, 33.92",Tuesday,22,33.92,-84.22
8,"-84.22, 33.93",Tuesday,22,33.93,-84.22
7,"-84.24, 33.95",Tuesday,22,33.95,-84.24
21,"-84.25, 33.94",Tuesday,22,33.94,-84.25
10,"-84.25, 33.95",Tuesday,22,33.95,-84.25
6,"-84.26, 33.94",Tuesday,22,33.94,-84.26
11,"-84.26, 33.95",Tuesday,22,33.95,-84.26
6,"-84.26, 33.96",Tuesday,22,33.96,-84.26
5,"-84.27, 33.93",Tuesday,22,33.93,-84.27
5,"-84.27, 33.94",Tuesday,22,33.94,-84.27
5,"-84.17, 33.99",Tuesday,23,33.99,-84.17
6,"-84.19, 33.93",Tuesday,23,33.93,-84.19
8,"-84.2, 33.92",Tuesday,23,33.92,-84.2
5,"-84.21, 33.94",Tuesday,23,33.94,-84.21
18,"-84.21, 33.96",Tuesday,23,33.96,-84.21
8,"-84.22, 33.93",Tuesday,23,33.93,-84.22
5,"-84.23, 33.92",Tuesday,23,33.92,-84.23
6,"-84.24, 33.95",Tuesday,23,33.95,-84.24
20,"-84.25, 33.94",Tuesday,23,33.94,-84.25
8,"-84.25, 33.95",Tuesday,23,33.95,-84.25
5,"-84.26, 33.94",Tuesday,23,33.94,-84.26
19,"-84.26, 33.95",Tuesday,23,33.95,-84.26
5,"-84.15, 33.92",Wednesday,0,33.92,-84.15
5,"-84.17, 33.99",Wednesday,0,33.99,-84.17
6,"-84.18, 33.92",Wednesday,0,33.92,-84.18
5,"-84.21, 33.91",Wednesday,0,33.91,-84.21
6,"-84.21, 33.94",Wednesday,0,33.94,-84.21
14,"-84.21, 33.96",Wednesday,0,33.96,-84.21
9,"-84.22, 33.92",Wednesday,0,33.92,-84.22
5,"-84.22, 33.93",Wednesday,0,33.93,-84.22
5,"-84.23, 33.93",Wednesday,0,33.93,-84.23
5,"-84.24, 33.94",Wednesday,0,33.94,-84.24
14,"-84.25, 33.94",Wednesday,0,33.94,-84.25
13,"-84.25, 33.95",Wednesday,0,33.95,-84.25
6,"-84.26, 33.91",Wednesday,0,33.91,-84.26
11,"-84.26, 33.94",Wednesday,0,33.94,-84.26
6,"-84.26, 33.95",Wednesday,0,33.95,-84.26
5,"-84.27, 33.92",Wednesday,0,33.92,-84.27
5,"-84.27, 33.94",Wednesday,0,33.94,-84.27
7,"-84.18, 33.92",Wednesday,1,33.92,-84.18
5,"-84.2, 33.9",Wednesday,1,33.9,-84.2
34,"-84.21, 33.96",Wednesday,1,33.96,-84.21
9,"-84.22, 33.92",Wednesday,1,33.92,-84.22
6,"-84.22, 33.93",Wednesday,1,33.93,-84.22
6,"-84.24, 33.94",Wednesday,1,33.94,-84.24
7,"-84.25, 33.94",Wednesday,1,33.94,-84.25
8,"-84.25, 33.95",Wednesday,1,33.95,-84.25
6,"-84.26, 33.94",Wednesday,1,33.94,-84.26
9,"-84.26, 33.95",Wednesday,1,33.95,-84.26
9,"-84.28, 33.9",Wednesday,1,33.9,-84.28
7,"-84.21, 33.9",Wednesday,2,33.9,-84.21
5,"-84.21, 33.94",Wednesday,2,33.94,-84.21
16,"-84.21, 33.96",Wednesday,2,33.96,-84.21
11,"-84.22, 33.92",Wednesday,2,33.92,-84.22
5,"-84.25, 33.94",Wednesday,2,33.94,-84.25
14,"-84.25, 33.95",Wednesday,2,33.95,-84.25
9,"-84.26, 33.94",Wednesday,2,33.94,-84.26
6,"-84.26, 33.95",Wednesday,2,33.95,-84.26
6,"-84.26, 33.96",Wednesday,2,33.96,-84.26
6,"-84.28, 33.94",Wednesday,2,33.94,-84.28
9,"-84.19, 33.91",Wednesday,3,33.91,-84.19
6,"-84.21, 33.94",Wednesday,3,33.94,-84.21
8,"-84.21, 33.96",Wednesday,3,33.96,-84.21
5,"-84.25, 33.94",Wednesday,3,33.94,-84.25
5,"-84.25, 33.95",Wednesday,3,33.95,-84.25
11,"-84.26, 33.94",Wednesday,3,33.94,-84.26
7,"-84.26, 33.95",Wednesday,3,33.95,-84.26
5,"-84.27, 33.93",Wednesday,3,33.93,-84.27
6,"-84.27, 33.94",Wednesday,3,33.94,-84.27
6,"-84.21, 33.94",Wednesday,4,33.94,-84.21
5,"-84.24, 33.94",Wednesday,4,33.94,-84.24
5,"-84.14, 33.95",Wednesday,5,33.95,-84.14
8,"-84.14, 34.0",Wednesday,5,34.0,-84.14
5,"-84.14, 34.0",Wednesday,6,34.0,-84.14
6,"-84.23, 33.94",Wednesday,6,33.94,-84.23
5,"-84.22, 33.91",Wednesday,7,33.91,-84.22
6,"-84.16, 33.97",Wednesday,8,33.97,-84.16
5,"-84.22, 33.91",Wednesday,8,33.91,-84.22
5,"-84.09, 33.98",Wednesday,9,33.98,-84.09
7,"-84.18, 33.92",Wednesday,9,33.92,-84.18
5,"-84.22, 33.93",Wednesday,9,33.93,-84.22
5,"-84.24, 33.95",Wednesday,9,33.95,-84.24
8,"-84.25, 33.94",Wednesday,9,33.94,-84.25
8,"-84.28, 33.9",Wednesday,9,33.9,-84.28
7,"-84.16, 33.97",Wednesday,10,33.97,-84.16
9,"-84.18, 33.92",Wednesday,10,33.92,-84.18
5,"-84.22, 33.93",Wednesday,10,33.93,-84.22
5,"-84.22, 33.96",Wednesday,10,33.96,-84.22
7,"-84.24, 33.95",Wednesday,10,33.95,-84.24
6,"-84.25, 33.94",Wednesday,10,33.94,-84.25
8,"-84.28, 33.9",Wednesday,10,33.9,-84.28
12,"-84.06, 33.95",Wednesday,11,33.95,-84.06
6,"-84.18, 33.92",Wednesday,11,33.92,-84.18
5,"-84.21, 33.9",Wednesday,11,33.9,-84.21
7,"-84.21, 33.94",Wednesday,11,33.94,-84.21
6,"-84.22, 33.92",Wednesday,11,33.92,-84.22
7,"-84.22, 33.96",Wednesday,11,33.96,-84.22
7,"-84.22, 33.97",Wednesday,11,33.97,-84.22
10,"-84.23, 33.94",Wednesday,11,33.94,-84.23
12,"-84.24, 33.95",Wednesday,11,33.95,-84.24
7,"-84.25, 33.95",Wednesday,11,33.95,-84.25
5,"-84.26, 33.94",Wednesday,11,33.94,-84.26
6,"-84.28, 33.9",Wednesday,11,33.9,-84.28
6,"-84.19, 33.97",Wednesday,12,33.97,-84.19
6,"-84.21, 33.91",Wednesday,12,33.91,-84.21
7,"-84.21, 33.96",Wednesday,12,33.96,-84.21
8,"-84.22, 33.92",Wednesday,12,33.92,-84.22
6,"-84.22, 33.93",Wednesday,12,33.93,-84.22
6,"-84.22, 33.96",Wednesday,12,33.96,-84.22
12,"-84.22, 33.97",Wednesday,12,33.97,-84.22
6,"-84.23, 33.94",Wednesday,12,33.94,-84.23
12,"-84.24, 33.94",Wednesday,12,33.94,-84.24
7,"-84.24, 33.95",Wednesday,12,33.95,-84.24
14,"-84.25, 33.94",Wednesday,12,33.94,-84.25
5,"-84.26, 33.93",Wednesday,12,33.93,-84.26
8,"-84.26, 33.96",Wednesday,12,33.96,-84.26
7,"-84.28, 33.9",Wednesday,12,33.9,-84.28
6,"-84.18, 33.93",Wednesday,13,33.93,-84.18
5,"-84.19, 33.93",Wednesday,13,33.93,-84.19
9,"-84.19, 33.97",Wednesday,13,33.97,-84.19
8,"-84.2, 33.89",Wednesday,13,33.89,-84.2
6,"-84.21, 33.93",Wednesday,13,33.93,-84.21
8,"-84.22, 33.91",Wednesday,13,33.91,-84.22
5,"-84.22, 33.92",Wednesday,13,33.92,-84.22
5,"-84.22, 33.93",Wednesday,13,33.93,-84.22
6,"-84.22, 33.96",Wednesday,13,33.96,-84.22
11,"-84.22, 33.97",Wednesday,13,33.97,-84.22
15,"-84.22, 33.98",Wednesday,13,33.98,-84.22
6,"-84.23, 33.97",Wednesday,13,33.97,-84.23
5,"-84.24, 33.93",Wednesday,13,33.93,-84.24
5,"-84.24, 33.94",Wednesday,13,33.94,-84.24
7,"-84.24, 33.95",Wednesday,13,33.95,-84.24
15,"-84.25, 33.94",Wednesday,13,33.94,-84.25
5,"-84.25, 33.95",Wednesday,13,33.95,-84.25
6,"-84.26, 33.93",Wednesday,13,33.93,-84.26
6,"-84.26, 33.95",Wednesday,13,33.95,-84.26
7,"-84.27, 33.92",Wednesday,13,33.92,-84.27
5,"-84.27, 33.93",Wednesday,13,33.93,-84.27
7,"-84.28, 33.9",Wednesday,13,33.9,-84.28
6,"-84.13, 33.94",Wednesday,14,33.94,-84.13
10,"-84.19, 33.97",Wednesday,14,33.97,-84.19
6,"-84.2, 33.89",Wednesday,14,33.89,-84.2
5,"-84.2, 33.92",Wednesday,14,33.92,-84.2
8,"-84.21, 33.94",Wednesday,14,33.94,-84.21
5,"-84.22, 33.93",Wednesday,14,33.93,-84.22
13,"-84.22, 33.97",Wednesday,14,33.97,-84.22
6,"-84.22, 33.98",Wednesday,14,33.98,-84.22
5,"-84.23, 33.93",Wednesday,14,33.93,-84.23
8,"-84.24, 33.94",Wednesday,14,33.94,-84.24
21,"-84.24, 33.95",Wednesday,14,33.95,-84.24
18,"-84.25, 33.94",Wednesday,14,33.94,-84.25
5,"-84.25, 33.95",Wednesday,14,33.95,-84.25
7,"-84.26, 33.94",Wednesday,14,33.94,-84.26
14,"-84.26, 33.96",Wednesday,14,33.96,-84.26
6,"-84.27, 33.93",Wednesday,14,33.93,-84.27
5,"-84.28, 33.94",Wednesday,14,33.94,-84.28
7,"-84.13, 33.94",Wednesday,15,33.94,-84.13
7,"-84.19, 33.93",Wednesday,15,33.93,-84.19
5,"-84.2, 33.92",Wednesday,15,33.92,-84.2
6,"-84.21, 33.9",Wednesday,15,33.9,-84.21
5,"-84.21, 33.93",Wednesday,15,33.93,-84.21
7,"-84.21, 33.94",Wednesday,15,33.94,-84.21
5,"-84.21, 33.97",Wednesday,15,33.97,-84.21
9,"-84.22, 33.91",Wednesday,15,33.91,-84.22
5,"-84.22, 33.93",Wednesday,15,33.93,-84.22
5,"-84.22, 33.94",Wednesday,15,33.94,-84.22
10,"-84.22, 33.97",Wednesday,15,33.97,-84.22
6,"-84.23, 33.93",Wednesday,15,33.93,-84.23
7,"-84.23, 33.97",Wednesday,15,33.97,-84.23
12,"-84.24, 33.94",Wednesday,15,33.94,-84.24
10,"-84.24, 33.95",Wednesday,15,33.95,-84.24
26,"-84.25, 33.94",Wednesday,15,33.94,-84.25
8,"-84.25, 33.95",Wednesday,15,33.95,-84.25
6,"-84.26, 33.95",Wednesday,15,33.95,-84.26
8,"-84.26, 33.96",Wednesday,15,33.96,-84.26
6,"-84.21, 33.96",Wednesday,16,33.96,-84.21
6,"-84.23, 33.93",Wednesday,16,33.93,-84.23
7,"-84.24, 33.94",Wednesday,16,33.94,-84.24
14,"-84.25, 33.94",Wednesday,16,33.94,-84.25
9,"-84.25, 33.95",Wednesday,16,33.95,-84.25
6,"-84.26, 33.94",Wednesday,16,33.94,-84.26
13,"-84.26, 33.95",Wednesday,16,33.95,-84.26
7,"-84.28, 33.9",Wednesday,16,33.9,-84.28
11,"-84.21, 33.96",Wednesday,17,33.96,-84.21
9,"-84.22, 33.93",Wednesday,17,33.93,-84.22
